2710S26G3.str,DWTR_26G5.str,2023_26G5.str,2026_26G5.str,2587S26G3.str,2711aS26G3.str,eV
33,42,0,13,55,31,29920
39,31,3,7,32,56,29940
46,42,6,20,46,21,29960
33,31,9,20,55,26,29980
13,36,9,10,46,41,30000
46,16,6,17,37,36,30020
33,26,0,7,27,41,30040
33,39,13,0,27,67,30060
39,18,9,10,41,15,30080
52,29,3,10,59,36,30100
52,18,9,24,32,31,30120
20,21,0,13,32,26,30140
59,34,9,10,37,72,30160
59,18,3,3,41,36,30180
52,18,0,17,14,31,30200
33,31,6,7,32,15,30220
59,31,13,3,50,31,30240
39,31,19,0,46,31,30260
26,21,6,7,18,41,30280
20,31,9,7,23,67,30300
39,29,9,17,50,46,30320
13,44,3,7,32,41,30340
46,39,9,10,27,56,30360
13,31,6,3,55,36,30380
65,29,6,13,14,46,30400
33,26,0,7,50,21,30420
7,42,9,20,23,41,30440
59,42,13,13,46,21,30460
20,34,16,7,46,36,30480
46,34,3,24,41,31,30500
33,23,16,0,37,41,30520
13,21,0,3,37,36,30540
33,49,6,10,27,31,30560
46,31,3,20,32,77,30580
52,21,9,10,46,46,30600
20,29,6,7,32,62,30620
20,29,16,0,23,36,30640
39,21,19,7,37,26,30660
46,39,3,13,14,67,30680
13,29,6,10,50,56,30700
78,21,13,3,37,21,30720
26,16,3,7,59,36,30740
26,18,9,3,32,31,30760
59,39,0,7,50,21,30780
72,36,16,3,37,51,30800
26,39,6,7,14,26,30820
39,31,6,0,18,67,30840
13,26,3,13,23,51,30860
39,31,9,7,14,51,30880
20,31,9,20,27,36,30900
46,29,6,7,32,46,30920
33,16,9,17,64,15,30940
33,18,0,7,14,21,30960
20,31,6,10,32,21,30980
20,29,3,10,27,41,31000
20,36,9,7,18,15,31020
26,39,6,7,14,31,31040
13,23,6,10,41,21,31060
46,49,6,3,69,5,31080
20,18,16,7,41,31,31100
13,10,6,7,23,36,31120
33,18,0,7,27,5,31140
13,31,6,3,37,41,31160
20,21,6,17,23,51,31180
39,26,3,13,23,10,31200
26,23,3,0,27,21,31220
33,16,0,13,50,41,31240
7,36,3,7,23,15,31260
7,39,6,17,32,15,31280
20,34,0,7,14,41,31300
20,23,3,10,32,10,31320
13,47,3,3,27,15,31340
33,34,6,20,32,36,31360
13,23,0,3,27,31,31380
20,34,6,0,14,5,31400
13,36,9,10,37,36,31420
13,52,6,3,27,31,31440
39,34,0,7,18,15,31460
26,23,13,3,37,36,31480
13,18,3,0,27,46,31500
7,18,0,7,32,26,31520
39,34,3,3,27,10,31540
33,31,0,3,41,46,31560
26,29,0,0,37,26,31580
33,18,6,3,18,26,31600
20,18,0,7,14,21,31620
0,26,0,7,32,21,31640
13,23,6,10,37,31,31660
33,16,6,7,18,36,31680
26,21,6,3,37,26,31700
46,16,6,13,23,31,31720
20,23,6,3,9,10,31740
33,21,3,10,9,36,31760
20,39,6,17,23,15,31780
26,21,3,3,41,26,31800
13,34,0,7,18,10,31820
20,18,6,3,27,15,31840
26,34,3,7,32,41,31860
20,10,0,0,18,15,31880
33,10,0,0,9,10,31900
7,29,6,10,23,51,31920
20,34,0,3,37,62,31940
33,23,3,7,9,31,31960
33,36,3,10,23,26,31980
26,29,6,3,41,26,32000
13,13,9,3,37,21,32020
33,31,3,7,23,15,32040
20,18,0,7,27,31,32060
33,36,3,7,23,21,32080
13,34,6,7,14,26,32100
13,13,3,3,23,36,32120
26,34,0,7,32,10,32140
20,18,6,7,32,26,32160
20,18,3,7,9,15,32180
20,18,6,10,18,5,32200
33,18,9,7,27,10,32220
33,18,0,7,18,51,32240
33,16,3,10,27,21,32260
7,16,6,17,23,26,32280
20,26,3,7,18,31,32300
7,16,6,0,18,5,32320
20,26,3,13,27,31,32340
26,29,0,7,18,5,32360
7,23,0,0,23,15,32380
20,21,0,0,23,21,32400
7,10,3,10,5,26,32420
33,29,0,13,14,41,32440
13,26,3,0,23,41,32460
13,18,0,17,14,21,32480
13,13,6,10,9,31,32500
26,23,0,10,9,15,32520
26,8,3,13,32,21,32540
13,31,3,3,14,21,32560
13,21,3,7,23,36,32580
13,21,0,3,23,31,32600
13,23,0,3,37,26,32620
7,31,6,10,23,10,32640
20,18,6,0,9,15,32660
33,21,0,7,32,21,32680
20,26,0,3,18,36,32700
33,21,3,3,18,15,32720
7,21,9,0,23,26,32740
39,16,3,3,5,15,32760
13,5,3,3,23,15,32780
26,23,0,10,32,15,32800
0,16,0,13,14,36,32820
20,23,0,3,5,21,32840
20,18,0,0,37,26,32860
7,36,0,0,18,46,32880
20,36,0,10,9,21,32900
13,23,3,0,5,36,32920
13,8,3,0,32,15,32940
20,13,3,7,23,36,32960
33,13,3,10,18,15,32980
0,16,13,3,14,46,33000
13,16,0,3,23,26,33020
20,18,0,0,46,15,33040
13,29,0,3,55,15,33060
7,13,3,3,27,10,33080
13,13,0,7,9,36,33100
13,23,0,7,5,5,33120
26,26,3,10,9,15,33140
7,3,6,3,14,21,33160
20,18,3,3,14,21,33180
13,18,0,3,9,31,33200
7,26,0,3,14,21,33220
7,23,0,3,14,26,33240
33,18,0,0,0,36,33260
0,5,0,0,14,31,33280
26,18,3,0,27,21,33300
7,16,9,0,23,10,33320
26,16,0,13,23,36,33340
20,10,3,3,18,10,33360
7,29,0,10,18,10,33380
20,13,0,7,9,15,33400
0,13,0,7,32,21,33420
0,13,0,7,23,21,33440
26,36,3,3,18,15,33460
13,18,9,0,18,36,33480
13,18,6,3,23,26,33500
20,21,3,7,5,10,33520
33,10,0,3,32,21,33540
20,10,6,0,5,15,33560
13,31,0,3,32,5,33580
33,10,0,0,5,21,33600
20,16,0,0,14,5,33620
7,16,3,3,9,15,33640
26,21,3,3,14,15,33660
7,18,0,7,9,26,33680
0,3,3,13,18,41,33700
20,5,0,3,9,21,33720
13,16,6,3,18,15,33740
13,23,0,0,14,10,33760
7,29,0,3,23,15,33780
0,10,3,10,23,21,33800
13,31,3,0,9,15,33820
20,10,3,0,18,15,33840
20,18,0,3,18,26,33860
7,13,0,0,9,15,33880
7,21,0,3,23,21,33900
7,8,3,3,9,26,33920
20,5,3,3,27,10,33940
13,13,0,7,9,26,33960
7,13,0,3,14,10,33980
26,3,0,3,0,0,34000
26,16,3,3,14,15,34020
7,16,3,7,9,10,34040
20,18,6,3,0,10,34060
0,13,6,7,23,10,34080
39,16,3,0,14,15,34100
13,18,3,7,5,15,34120
0,31,0,0,18,15,34140
0,10,0,10,14,21,34160
26,26,3,13,14,10,34180
13,13,0,7,9,15,34200
13,5,0,0,27,10,34220
13,21,3,0,14,15,34240
26,21,6,3,14,26,34260
20,16,0,7,23,36,34280
20,21,0,0,18,15,34300
13,10,0,0,14,10,34320
7,16,3,0,0,10,34340
0,21,3,7,9,10,34360
26,16,0,3,5,5,34380
13,10,0,0,9,41,34400
39,13,0,0,18,10,34420
13,13,6,3,5,5,34440
13,13,0,3,23,21,34460
20,8,0,3,23,15,34480
20,16,0,0,18,26,34500
0,16,0,3,9,10,34520
13,21,6,7,14,10,34540
7,13,3,3,32,26,34560
0,13,0,7,9,26,34580
13,16,0,3,18,15,34600
7,0,0,7,5,10,34620
7,5,0,3,5,21,34640
13,10,3,0,9,5,34660
13,21,0,3,5,10,34680
0,21,0,0,9,0,34700
7,8,0,0,14,0,34720
13,23,0,0,14,21,34740
7,5,0,3,5,26,34760
26,29,0,0,9,15,34780
13,16,3,7,9,15,34800
7,13,0,10,18,15,34820
7,13,0,7,23,15,34840
20,16,3,3,9,15,34860
7,18,3,3,9,21,34880
13,10,0,7,32,15,34900
13,16,0,0,5,10,34920
0,5,0,0,5,10,34940
0,5,3,7,5,15,34960
13,5,3,0,14,31,34980
20,8,0,3,5,15,35000
20,21,0,10,14,21,35020
20,8,3,0,5,5,35040
0,13,6,7,5,21,35060
13,8,0,3,5,26,35080
7,0,0,0,5,10,35100
7,13,0,3,0,5,35120
26,13,0,7,5,10,35140
13,8,3,3,9,15,35160
7,5,6,0,18,10,35180
7,21,0,3,18,10,35200
0,18,0,3,14,5,35220
7,5,0,3,5,5,35240
0,10,6,3,0,21,35260
46,3,0,0,9,5,35280
13,16,0,0,9,15,35300
7,16,0,0,9,10,35320
13,3,3,3,9,5,35340
7,23,3,0,14,15,35360
7,13,3,3,0,15,35380
7,18,3,0,9,5,35400
13,3,3,3,9,21,35420
13,5,0,0,14,5,35440
13,16,0,0,5,0,35460
13,13,3,10,18,5,35480
7,5,0,3,18,0,35500
7,10,3,3,14,0,35520
0,8,0,0,0,10,35540
20,18,0,0,14,21,35560
20,16,3,3,5,15,35580
7,8,3,0,0,5,35600
13,8,0,0,14,15,35620
20,10,0,0,9,5,35640
7,8,0,0,14,15,35660
7,13,0,0,5,26,35680
20,3,3,7,5,10,35700
7,21,0,3,14,10,35720
0,10,0,7,14,15,35740
7,13,0,3,9,26,35760
13,3,3,7,18,0,35780
7,3,0,0,5,26,35800
26,8,0,0,0,0,35820
0,5,0,0,27,21,35840
0,13,0,0,14,5,35860
7,16,0,0,0,10,35880
7,5,3,7,5,5,35900
0,13,0,0,0,5,35920
7,10,0,0,9,10,35940
7,3,0,3,9,5,35960
13,13,0,3,5,5,35980
20,5,0,3,9,21,36000
7,13,6,0,0,10,36020
7,13,9,3,9,10,36040
13,10,0,0,14,5,36060
7,13,0,0,9,5,36080
0,10,0,3,9,15,36100
0,8,0,0,9,5,36120
20,8,0,3,9,15,36140
7,13,0,0,18,26,36160
13,0,6,0,18,10,36180
0,3,9,0,5,0,36200
7,13,0,0,5,15,36220
0,8,3,0,5,5,36240
20,0,3,0,5,36,36260
7,3,0,0,5,5,36280
13,8,3,3,9,5,36300
0,13,6,3,0,5,36320
7,23,0,3,5,26,36340
7,0,0,3,5,15,36360
0,8,0,0,9,10,36380
7,8,3,7,9,0,36400
13,10,0,0,9,0,36420
0,3,3,0,5,10,36440
13,5,0,7,9,0,36460
0,0,0,3,0,5,36480
7,10,0,0,5,10,36500
0,10,0,0,5,0,36520
20,8,0,0,9,15,36540
0,8,0,0,9,10,36560
7,5,0,7,14,0,36580
7,5,3,3,9,10,36600
0,16,3,0,0,5,36620
26,5,0,0,0,15,36640
0,3,0,0,0,0,36660
13,13,0,0,5,5,36680
13,3,0,3,5,10,36700
7,10,0,0,9,10,36720
0,5,3,0,14,5,36740
20,8,0,3,5,10,36760
0,3,0,3,14,10,36780
20,18,0,7,0,15,36800
7,13,3,3,14,0,36820
0,16,0,0,0,10,36840
20,8,3,3,5,0,36860
7,10,3,3,0,5,36880
0,3,0,0,5,26,36900
13,5,0,0,9,0,36920
0,5,0,3,14,15,36940
7,13,0,7,0,5,36960
0,13,0,0,5,10,36980
0,0,0,0,5,15,37000
0,10,0,3,14,21,37020
7,3,0,0,14,5,37040
7,8,0,0,0,21,37060
7,3,3,0,5,5,37080
7,3,0,0,0,5,37100
7,10,3,0,5,10,37120
7,3,3,0,18,5,37140
0,0,0,3,9,0,37160
0,5,9,0,0,5,37180
7,21,3,0,5,10,37200
0,8,0,0,5,15,37220
0,13,0,0,5,10,37240
0,10,3,0,0,15,37260
20,8,0,0,0,5,37280
7,5,3,0,5,5,37300
7,5,0,0,0,10,37320
13,5,0,0,5,5,37340
7,8,0,0,14,15,37360
7,13,0,0,5,5,37380
7,5,0,0,0,0,37400
7,13,0,0,5,5,37420
13,8,0,0,0,5,37440
0,5,0,0,0,10,37460
0,0,0,0,5,5,37480
7,10,0,0,9,0,37500
0,8,3,0,5,10,37520
0,8,0,7,0,21,37540
7,5,0,3,9,0,37560
0,0,0,0,14,0,37580
0,5,3,0,14,5,37600
0,3,3,3,9,15,37620
7,3,0,3,0,5,37640
7,8,0,0,5,5,37660
7,5,0,0,5,0,37680
0,0,0,0,5,15,37700
20,3,3,0,5,0,37720
7,13,0,3,5,10,37740
13,5,0,0,0,0,37760
0,3,0,3,0,10,37780
0,3,0,3,9,5,37800
7,3,0,0,18,10,37820
0,18,0,7,0,10,37840
7,13,0,0,14,0,37860
0,5,0,0,9,5,37880
7,5,0,3,5,5,37900
20,3,0,3,0,0,37920
0,3,0,0,14,10,37940
0,8,0,0,5,0,37960
7,10,0,0,5,15,37980
0,5,0,0,9,10,38000
0,3,3,0,5,10,38020
0,10,0,3,5,0,38040
0,3,0,0,5,5,38060
0,8,0,0,5,0,38080
0,3,0,0,5,5,38100
7,8,0,0,5,5,38120
7,10,0,0,5,10,38140
0,5,0,0,0,0,38160
0,5,0,0,5,0,38180
7,5,0,0,0,5,38200
7,5,0,3,0,5,38220
0,3,0,0,5,0,38240
0,3,0,0,9,5,38260
0,5,0,0,14,0,38280
7,8,3,0,5,5,38300
0,0,0,0,0,5,38320
7,10,0,0,0,5,38340
0,0,3,0,5,0,38360
7,13,0,0,9,5,38380
0,0,0,0,0,0,38400
13,5,0,3,18,10,38420
0,8,0,0,5,0,38440
0,5,0,0,5,0,38460
0,3,0,0,5,10,38480
7,8,0,0,9,5,38500
0,0,0,0,5,0,38520
7,0,0,0,0,5,38540
0,3,0,0,9,10,38560
7,10,3,0,5,0,38580
0,5,0,3,0,0,38600
0,8,0,0,5,5,38620
0,3,0,0,5,10,38640
0,0,0,0,5,5,38660
0,3,0,0,0,15,38680
20,5,0,0,5,0,38700
7,5,0,0,5,10,38720
7,3,0,0,9,0,38740
0,8,0,0,0,10,38760
7,3,0,0,0,5,38780
13,0,3,0,9,0,38800
0,5,0,0,0,0,38820
0,3,0,0,0,0,38840
7,8,0,0,0,0,38860
0,5,0,0,0,5,38880
0,0,0,0,5,5,38900
0,0,6,0,0,5,38920
0,5,0,0,0,5,38940
0,0,0,0,9,0,38960
0,10,3,3,0,0,38980
0,0,0,3,5,0,39000
0,13,0,0,0,0,39020
0,8,0,0,0,0,39040
0,3,0,0,0,0,39060
0,0,0,0,5,5,39080
0,3,0,0,9,0,39100
7,3,3,0,0,0,39120
0,3,0,0,5,10,39140
13,5,0,0,9,0,39160
13,8,0,0,9,0,39180
7,5,0,0,14,0,39200
0,3,0,0,0,10,39220
0,5,0,0,5,0,39240
0,5,0,0,0,10,39260
0,3,0,0,0,10,39280
7,5,0,0,5,5,39300
0,0,0,0,9,31,39320
0,0,0,3,0,0,39340
0,0,0,0,0,5,39360
0,3,0,0,0,5,39380
0,0,0,3,0,0,39400
0,8,0,0,0,0,39420
0,3,0,0,5,5,39440
13,0,0,0,5,5,39460
0,0,0,0,5,10,39480
0,0,0,0,0,0,39500
0,0,0,3,5,5,39520
0,3,0,0,0,10,39540
0,3,0,0,0,5,39560
0,3,0,0,5,5,39580
7,3,0,0,5,5,39600
0,0,0,0,9,5,39620
0,3,0,0,5,5,39640
7,5,0,0,5,0,39660
0,0,0,0,5,0,39680
7,0,3,0,5,5,39700
0,10,0,0,9,0,39720
0,0,0,0,0,5,39740
0,3,0,0,9,5,39760
7,0,0,0,5,5,39780
0,5,0,0,0,10,39800
0,0,0,0,0,0,39820
0,5,0,3,0,0,39840
0,0,0,0,5,5,39860
0,3,0,0,0,5,39880
0,0,0,0,5,0,39900
0,3,0,0,5,5,39920
0,0,0,0,0,0,39940
0,0,0,0,0,0,39960
0,0,0,0,0,0,39980
0,0,0,0,0,0,40000
